Id,MapId,Coords.x,Coords.y,Coords.z,Amount,Range
10407,11,-469.419,-1087,304,1,0
10407,11,95.818,-1085.885,304,1,0
10407,11,2572.299,-1091.01,304,1,0
10407,11,1742.072,-994.125,304,1,0
10407,11,1074.723,-990.387,304,1,0
10407,11,3141.538,-1089.899,304,1,0
10407,11,-482.497,-551.322,304,1,0
10407,11,86.738,-550.21,304,1,0
10407,11,2559.219,-555.338,304,1,0
10407,11,3128.458,-554.223,304,1,0
10407,11,1757.723,-287.532,304,1,0
10407,11,1090.375,-283.795,304,1,0
10407,11,-486.812,4.783,304,1,0
10407,11,82.42,5.901,304,1,0
10407,11,2554.904,0.772,304,1,0
10407,11,3124.143,1.886,304,1,0
10407,11,-476.652,637.179,304,1,0
10407,11,92.583,638.293,304,1,0
10407,11,2565.064,633.164,304,1,0
10407,11,3134.302,634.278,304,1,0
10407,11,-480.967,1193.29,304,1,0
10407,11,88.265,1194.405,304,1,0
10407,11,-764.046,1352.623,304,1,0
10407,11,2560.749,1189.276,304,1,0
10407,11,3129.988,1190.39,304,1,0
10407,11,-475.618,1776.421,304,1,0
10407,11,2566.095,1772.41,304,1,0
10407,11,112.54,1763.343,304,1,0
10407,11,1763.149,1893.562,304,1,0
10407,11,1095.802,1897.301,304,1,0
10407,11,3154.259,1759.332,304,1,0
10407,11,-480.545,2302.27,304,1,0
10407,11,2561.173,2298.26,304,1,0
10407,11,3159.527,2308.604,304,1,0
10407,11,1111.453,2603.893,304,1,0
10407,11,1778.8,2600.154,304,1,0
10407,11,-466.052,2832.52,304,1,0
10407,11,115.845,2854.864,304,1,0
10407,11,2575.666,2828.508,304,1,0
10407,11,3157.562,2850.852,304,1,0
