Id,MapId,Coords.x,Coords.y,Coords.z,Amount,Range
10389,18,43338,60972,0,5,4200
10389,18,35921,61598,0,1,1200
10390,18,43338,60972,0,3,4200
10390,18,35650,63459,0,1,1200
10391,18,43338,60972,0,4,5200
10392,18,43338,60972,0,5,5200
10392,18,54594,55305,0,5,4500
10391,18,54594,55305,0,6,4500
10390,18,54594,55305,0,5,5500
10389,18,54594,55305,0,5,4500
10394,18,65968,52573,0,5,4500
10395,18,65968,52573,0,5,4500
10395,18,80307,51217,0,4,4200
10396,18,80307,51217,0,3,3500
10393,18,80307,51217,0,5,5200
10394,18,80307,51217,0,5,5000
10394,18,82583,39876,0,4,4500
10395,18,82583,39876,0,5,4500
10397,18,78263,26272,0,3,3500
10398,18,78263,26272,0,4,3500
10401,18,78263,26272,0,3,4500
10401,18,88715,21196,0,5,4500
10398,18,88715,21196,0,5,4500
10397,18,88715,21196,0,5,4500
10399,18,81054,11928,0,3,3500
10396,18,58827,-4797,0,5,4500
10395,18,58827,-4797,0,4,3500
10403,18,58827,-4797,0,1,750
