Id,MapId,Coords.x,Coords.y,Coords.z,Amount,Range
10059,4,117355,12557,0,2,150
10024,4,106733,11207,0,1,50
10025,4,109360,3360,0,3,1500
10059,4,114241,13606,0,1,50
10060,4,110080,13363,0,1,50
10060,4,106937,12039,0,1,50
10023,4,106570,11531,0,1,50
10060,4,108164,8345,0,2,50
10024,4,115356,6833,0,10,2500
10023,4,109086,3034,0,5,2000
10059,4,105452,3819,0,1,50
10023,4,112773,11797,0,1,50
10023,4,111719,10322,0,1,50
10059,4,112007,11358,0,2,250
10032,4,117282,3981,0,1,50
10032,4,119644,5365,0,1,50
10061,4,121934,4071,0,1,50
10036,4,122329,796,0,4,1000
10062,4,116967,-2027,0,4,2500
10036,4,120022,-8078,0,3,2000
10061,4,116071,-9720,0,1,50
10062,4,113435,-9836,0,1,50
10062,4,111526,-10966,0,1,50
10061,4,109171,-11482,0,1,50
10062,4,109140,-12039,0,1,50
10061,4,111785,-10882,0,1,50
10061,4,107965,-10912,0,2,50
10062,4,106259,-8551,0,1,50
10061,4,103200,-11178,0,1,50
10061,4,99828,-10716,0,1,50
10062,4,97855,-9450,0,1,50
10064,4,95878,-6888,0,3,2000
10062,4,96090,-3201,0,1,50
10064,4,94980,-1126,0,4,2000
10037,4,91446,8276,0,4,2000
10064,4,96650,1179,0,2,4000
10061,4,96650,1179,0,2,2000
10038,4,98546,5849,0,1,800
10038,4,96672,7929,0,2,800
10032,4,95351,10824,0,3,1000
10038,4,89084,11565,0,1,50
10032,4,86704,12710,0,1,50
10064,4,86704,12710,0,1,50
10064,4,82580,13866,0,1,50
10064,4,79422,9342,0,1,50
10064,4,81406,6613,0,1,50
10064,4,82025,4000,0,1,50
10064,4,84677,-26,0,2,50
10061,4,83854,-2855,0,1,200
10066,4,78194,-3596,0,4,2500
10067,4,77101,-5991,0,3,2500
10067,4,74685,-9809,0,4,2500
10033,4,69946,-12341,0,5,2500
10038,4,68930,-11304,0,3,2500
10063,4,70494,-3104,0,1,200
10061,4,71144,-7172,0,2,500
10019,4,70283,-9394,0,1,50
10019,4,75339,-28,0,1,50
10019,4,68195,-10109,0,1,50
10019,4,61065,-8688,0,1,50
10019,4,60241,-4296,0,1,50
10019,4,60569,-864,0,1,50
10019,4,57291,-629,0,1,50
10019,4,54624,-3472,0,1,50
10019,4,53771,-8588,0,1,50
10019,4,50385,-5726,0,1,50
10019,4,50363,-971,0,1,50
10020,4,53393,1569,0,1,50
10020,4,53712,5086,0,1,50
10068,4,60883.73,9991.702,-5036.038,1,250
10039,4,40852,5738,0,3,2500
10033,4,45369,18369,0,4,1500
10038,4,60854,10577,0,3,2500
10020,4,60713,10435,0,3,50
10020,4,55017,6937,0,1,50
10020,4,48624,872,0,1,100
10060,4,122683,13775,0,4,750
10060,4,116649,12973,0,4,750
10060,4,106915,12084,0,3,750
10060,4,105605,4085,0,3,750
10060,4,124281,-4159,0,4,500
10062,4,116485,-2712,0,3,850
10062,4,78798,11090,0,2,400
10062,4,82603,-3438,0,3,850
10062,4,69540,-11649,0,5,500
10065,4,89028,-10259,0,2,400
10065,4,88784,-6564,0,2,400
10159,4,77540,-6710,0,3,2000
10159,4,75526,-10961,0,3,2000
10308,4,60412,-4064,0,2,500
40005,4,55535,-8113,0,4,600
40005,4,60396,8982,0,1,1000
40005,4,46275,19679,0,3,500
40005,4,52133,17047,0,3,600
49998,4,60396,8982,0,1,700
